Ngày,ABS,ABT,ACB,ACC,ADG,ADS,AGG,AGM,APH,ASG,ASM,AST,AAM,BBC,BCG,BCM,BCF,BHN,BIC,BID,BMC,BMI,BMP,BSI,BVH,C32,C47,CAV,CCI,CCL,CDC,CII,CLC,CLL,CMG,CRC,CTD,CTI,DAG,DBD,DC4,DCM,DGW,DHA,DHC,DHG,DIG,DMC,DPM,DQC,HAG,HAH,HBC,HCM,HDC,HHS,HNG,HPG,HQC,HSG
08-06-2021,40.51,30,32.16,14.23,44.36,22.66,49.80,29.95,60.20,39,13.30,47.15,11.60,64.15,9.51,50.20,33.98,62.40,20.14,35.46,16,24.83,56.70,17.61,56.20,24.30,10.86,55.87,17.40,12.53,13.90,19,34.25,28.40,35.40,8.61,60.69,14.85,5.89,42.18,13.90,17.05,56.56,43.30,81.57,96.40,26.10,48.14,19.70,19.17,5.46,26.70,14.48,28.01,41.12,6.70,10.60,50,3.82,38.41
07-06-2021,42.75,31,34.40,14.33,44.72,22.13,49.80,30,62,39.30,14.25,47.20,11.05,63.19,9.95,50.30,33.98,60.70,21.04,37.04,16.55,26.67,57.30,19.55,57.68,24.30,10.95,55.77,17.40,13.38,13.90,19.65,34.21,28.49,36.70,8.74,60.39,15,5.91,42.27,14.10,17.00,58.10,43.70,84.18,94.10,26.92,46.08,19.07,19.47,5.38,26.55,14.86,30.08,42.24,6.91,10.60,52.70,3.70,41.27
04-06-2021,45.10,31,36.24,14.38,44.81,22.37,49.10,29.95,62.40,39.30,14.70,47.50,10.35,61.28,10.36,51.09,34.15,60.50,20.85,38.78,15.50,27.75,57.40,21.58,56.30,24.26,11.05,55.96,16.40,12.81,14,19.85,34.30,28.77,37.40,8.88,61.18,15.40,6,41.91,14.24,17.05,59.20,44.05,84.26,94.30,27.91,45.65,19.31,19.47,5.28,26.21,14.48,31.51,42.48,6.93,11.05,54.50,3.83,41.91
03-06-2021,44.70,31.10,36.72,14.38,43.10,22.75,48,29.85,62.40,39.10,14.85,47.35,10.35,61.28,10.18,51.09,34.15,62.50,20.90,38.62,15.25,28.17,57.60,22.74,54.13,24.45,10.90,55.77,15.60,12.01,13.50,20.30,34.02,29.01,36.20,8.88,61.97,15.50,6.02,42.73,13.90,17.29,60.64,44.05,82.76,94.60,27.48,45.55,19.31,18.98,5.26,26.70,14.38,31.66,42.48,7.02,11.20,54.30,3.86,40.45
02-06-2021,43.92,29,35.68,14.23,42.56,22.94,47.95,27.90,63.60,38,13.90,46.20,9.70,64.53,9.54,51.09,34.15,62.50,19.66,37.51,14.90,28.17,58.30,20.90,52.85,24.06,10.81,55.77,15.60,11.73,14,19.60,33.28,29.06,36.35,8.56,60.79,14.50,5.84,41.82,14.10,17.05,61.38,43.90,82.76,95,27.01,44.12,19.12,19.07,5.21,26.40,14,30.00,41.92,6.80,10.95,54,3.61,39.36
01-06-2021,42.95,29.40,33.68,13.94,42.56,22.32,48.20,30,68.30,37.90,13.60,46.35,10.10,61.38,9.32,51.68,34.15,62.60,19.23,37.99,14.45,28.32,57.80,20.71,52.85,24.11,10.43,57.99,15.70,11.78,13.45,19.60,33.10,29.25,36.40,8.42,60.39,14.60,5.77,41.36,14.67,15.95,62.13,43.60,82.36,95,27.78,44.40,18.24,18.88,5.11,25.29,14.14,28.95,42,6.66,10.50,55.50,3.54,39.55
31-05-2021,42.95,29.40,33.12,14.04,44.99,22.56,48.60,32,73.30,37.80,13.75,46.65,10.10,61.76,9.28,52.07,34.15,60.70,19.28,38.54,14.90,28.40,58.10,19.36,53.34,24.11,10.67,57.99,15.70,11.97,13.90,19.85,32.82,29.81,37.35,8.62,61.08,14.80,5.70,41.73,15.10,16.09,60.14,43.70,80.70,94.10,27.27,44.50,18.34,19.37,5.13,25.73,13.24,29.59,41.92,6.66,10.50,52.70,3.44,39.91
28-05-2021,42.31,29.40,31.12,14.04,45.44,21.46,48.45,32.70,70.50,37.90,12.95,47,10.25,61.76,9.32,53.05,33.41,62.80,19.28,37.32,15.10,26.55,58.60,17.61,54.72,24.26,10.71,57.51,15.70,12.06,14.35,20.10,33.05,29.81,37.85,8.78,58.23,14.70,5.79,41.73,15.10,16.28,63.12,44.15,80.54,94.10,26.88,44.60,18.44,19.66,5.22,26.11,13.71,28.23,40.72,6.90,10.60,49.33,3.44,37.50
27-05-2021,39.58,29.40,30.56,13.99,45.44,20.06,48.70,31,67.80,37.80,12.85,46.50,10.25,63.67,9.25,52.56,33.41,61.50,19.14,35.93,14.80,26.44,57.80,16.07,55.31,24.16,10.67,57.03,15.60,12.20,14.40,20.20,33.19,29.25,36.10,8.88,57.04,14.40,5.80,41.55,15.24,16.28,66.11,44,79.83,95,26.50,44.60,17.95,19.56,5.20,25.58,13.62,27.37,40,6.85,10.70,49.11,3.40,36.64
26-05-2021,36.99,29.40,30.76,14.33,44.99,19.68,49,29.60,63.40,37.80,13,47.90,10.25,63.67,9.25,54.43,33.73,61.90,19.37,36.92,14.80,26.75,58.70,16.65,54.72,24.68,10.76,57.03,15.50,12.39,14.45,20.45,33.47,29.25,36.80,8.92,57.14,14.50,5.85,41.77,15.24,16.71,68.54,44.60,82.36,95,25.81,46.03,18.24,20.05,5.35,26.02,14.05,27.93,39.96,6.93,11,49.85,3.47,36.36
25-05-2021,34.60,29.40,30.40,14.52,46.79,19.68,48.70,27.70,62.90,38,13.65,48.60,10.25,63.67,9.39,54.43,33.73,61.90,19.42,36.96,15.25,25.96,59,16.74,54.43,24.83,10.95,56.83,15.55,12.11,14.50,20.80,34.11,29.25,37.25,9.20,57.14,15.05,5.95,41.73,15.24,16.90,69.09,44.55,83.87,95.20,25.26,46.03,18.44,20.40,5.25,27.28,14.29,28.23,39.12,6.85,10.60,49.56,3.56,36.55
24-05-2021,32.36,29.30,30,14.14,47.69,19.97,48.50,28.95,61.50,38,13.15,50,10.40,63.67,9.58,54.43,33.82,61.90,19.23,36.41,15.30,25.41,57.80,16.16,53.54,24.73,10.95,57.12,15.50,12.06,14.60,20.15,33.93,29.06,36.95,9.20,56.16,14.95,5.98,41.77,15.52,16.95,69.04,44.50,83.55,95,25.73,45.08,18.39,19.56,5.22,27.28,14.52,28.04,36.80,6.82,10.60,48.08,3.62,34.55
21-05-2021,30.26,29.20,30,13.94,48.14,19.44,47.60,31.10,58.80,38,12.30,49.90,10.40,63.67,9.21,51.77,33.90,61,19.04,35.42,15,25.18,56.90,16.07,52.55,24.35,10.76,57.03,15.60,11.64,14.65,20,33.42,28.87,35.15,9.25,53.00,14,5.93,41.77,15.52,16.28,66.40,44.40,83.08,94.50,24.06,43.73,17.95,19.56,5.24,27.66,14.05,27.29,36.24,6.71,10.55,48.23,3.60,34.45
20-05-2021,31.23,29,29.92,13.94,48.14,18.72,47.50,32,59,38.40,11.50,49.90,10.30,63.67,8.84,52.56,33.73,61,19.04,33.12,14.50,25.45,56.60,15.77,52.06,23.97,10.19,57.99,16,11.73,14.80,20,33.93,29.25,35.70,8.65,52.02,13.95,5.75,41.82,15.24,16.09,68.84,44.50,83.08,96,23.59,43.16,17.66,18.39,5.18,27.86,13.95,27.89,34.72,6.70,10.60,48.97,3.52,34.59
19-05-2021,33.58,29,29.28,13.94,49.58,17.52,47.20,31.40,56.70,38.90,12,48.50,10.60,61.28,9.10,52.95,34.56,62.50,19.14,32.37,14.80,24.78,57.20,14.42,52.46,24.16,10.67,57.99,15.55,11.92,14.50,20.30,33.84,28.96,35.30,8.93,53.50,14.45,5.86,41.45,15.14,15.95,67.35,45,82.13,96,22.65,43.97,17.66,18.68,5.25,27.08,13.71,26.73,32.68,6.88,10.70,48.60,3.64,35.18
18-05-2021,36.07,28.50,29,14.23,49.49,16.42,46.80,29.35,56.30,38.60,12.40,46,10.60,61.28,9.32,53.05,33.73,62.50,19.09,32.37,15.35,24.78,57.70,14.61,53.24,23.97,10.95,57.99,15.60,12.15,14.50,19.75,33.28,29.01,35.50,9.16,53.69,15,5.96,41.64,15.24,15.90,66.65,45.30,80.30,96,23.16,44.93,18.00,19.47,5.29,26.99,14.14,26.01,30.56,6.93,10.65,46.61,3.72,34.95
17-05-2021,38.12,30,29.24,14.47,49.49,15.36,47,27.45,57.40,38.80,12.90,48.20,10.30,65.59,9.39,53.05,33.73,61.60,19.09,33.08,15.60,23.17,57.20,14.81,53.84,24.30,11.43,57.99,15.70,12.48,14.50,20.30,34.11,29.15,35.80,9.17,55.17,15.25,5.96,41.68,15.43,16.43,64.02,45.30,80.54,96,23.93,46.03,18.24,20.00,5.41,26.99,14.43,26.08,30.80,7.05,10.70,45.51,3.79,34.09
14-05-2021,40.95,30,29.16,14.43,50.12,15.84,47.20,25.70,57,39,13.30,51,10.65,61.28,9.66,53.44,33.73,64.10,19.47,33.52,16,23.52,57.32,14.61,55.02,24.45,11.38,57.99,16.40,12.58,14.80,20.70,33.19,28.87,36,9.39,56.16,15.60,6.05,41.82,15.05,16.90,65.11,46.20,79.20,95,24.44,46.23,18.78,20.35,5.57,26.40,14.76,26.69,31.28,7.06,11,45.14,3.55,33.45
13-05-2021,40.90,30,28.96,14.62,50.84,15.89,47.50,24.05,57.10,37,13.45,51.20,10.05,61.28,9.58,53.54,33.73,63.50,19.61,33.72,16,23.92,57.32,14.71,54.82,24.64,11.62,56.64,16.65,12.20,14.80,21.05,33.19,28.77,34.30,9.39,56.85,15.80,6.05,41.64,15,15.95,61.14,47.80,79.99,94.50,23.97,46.32,17.76,20.54,5.58,26.70,14.67,26.42,31.76,7.05,11.35,45.22,3.53,34
12-05-2021,43.44,29.50,28.92,14.47,51.20,15.60,47.10,22.50,57,37.10,13.25,51.80,10.60,61.28,9.77,53.74,33.73,64,19.42,33.76,16.40,22.38,56.93,14.61,56.00,24.78,11.86,59.35,16.50,12.20,14.80,21.15,34.11,29.25,34.45,9.20,58.82,16.15,6.15,41.82,15.19,15.95,62.48,47.30,80.62,97.10,24.06,46.90,17.76,20.74,5.60,27.08,15.24,25.48,32.08,7.20,11.50,46.10,3.60,34.64
11-05-2021,41.19,29.50,28.64,14.18,50.48,14.83,46.40,21.05,57.30,36.80,13.05,51,10.75,61.28,9.69,53.74,33.73,65.20,19.52,33.32,16.20,22.34,56.74,14.52,55.22,24.78,11.86,59.35,16.50,11.97,14.90,21.05,34.85,29.25,34.35,9.02,58.33,15.85,6.15,41.82,15.19,15.37,61.63,47.02,79.83,98.20,23.68,46.90,17.86,21.03,5.24,26.89,15,24.58,32.24,7.05,10.75,45.58,3.47,34.32
10-05-2021,44.27,30,28.96,14.23,49.49,14.26,45.55,19.70,56.80,36,12.90,50.60,10.80,61.28,9.77,54.03,35.38,65.30,19.14,32.77,15.40,22.42,56.64,14.71,55.31,24.64,11.76,57.99,16.30,12.06,15,20.05,34.58,29.25,34.40,8.94,56.45,15.80,6,41.82,15.48,15.28,58.65,46.64,79.59,98.80,22.99,47.38,17.71,20.93,5.25,26.65,14.05,25.03,31.12,6.68,10.65,46.32,3.42,35.64
07-05-2021,47.58,30,28.16,14.72,50.39,13.34,45.65,18.45,54,35.40,13.45,51.90,10.45,61.28,9.54,54.82,35.38,66.70,19.52,32.17,15.30,22.11,57.13,13.55,53.44,24.68,12,57.99,16.30,11.97,15,19.85,34.58,27.92,34.70,9.20,57.73,16.10,6,41.68,15.33,14.89,59.15,46.74,75.79,97.50,23.12,47.47,17.71,21.23,5.30,24.91,14.57,23.44,32,6.68,10.70,44.70,3.39,33.36
06-05-2021,51.15,31.50,27.84,14.96,52.64,13.30,45.65,17.25,53.60,35.30,13.55,53.50,10.30,61.28,9.80,55.21,35.38,67.80,19.61,32.65,15.30,22.19,57.91,13.74,55.22,24.92,12,59.44,16.50,12.30,15.50,20.30,35.13,29.25,34.70,9.48,61.58,16.35,6.10,41.73,15.62,15.37,58.35,46.36,74.68,98.50,23.76,47.19,17.81,21.13,5.36,25.34,15.19,23.48,32.28,6.80,11.10,43.67,3.54,31.73
05-05-2021,54.95,31.50,28.24,15.20,53.45,13.30,45.60,16.15,53.60,35.30,13.90,54.20,10.20,61.28,10.18,55.21,32.50,68,19.56,33.16,15.30,22.27,58.10,13.45,55.51,24.92,11.90,59.93,16,12.34,15.65,20.45,35.22,29.34,34.70,9.66,61.67,16.65,6.20,41.82,15.43,15.56,58.25,45.89,74.05,98.98,23.42,46.99,18.34,21.42,5.36,26.02,14.90,23.55,32.80,6.79,11.20,43.60,3.75,30.45
04-05-2021,59.05,30,27.56,14.86,54.89,12.96,44.95,15.10,54.20,35.30,13.55,55,10.20,61.28,10.14,55.02,32.50,67,19.42,32.69,15,21.71,57.61,13.45,54.82,24.64,11.43,60.02,16,12.15,15.30,20,34.94,27.88,34.10,9.48,61.28,16.60,6.06,41.82,15.67,15.23,59.15,44.76,72.23,98.69,23.08,46.51,18.15,20.54,5.28,25.39,14.38,23.11,32.24,6.68,11.20,43.97,3.61,30.55
